2025-09-02 15:48:25 - main - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in startup_event: 'IntelligentQAService' object has no attribute 'initialize_system' - Context: {'duration': 0.003769397735595703}
2025-09-02 15:48:25 - main - ERROR - [main.py:321] - startup_event() - [STARTUP] Startup initialization failed: 'IntelligentQAService' object has no attribute 'initialize_system'
2025-09-02 15:48:43 - main - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in startup_event: 'IntelligentQAService' object has no attribute 'initialize_system' - Context: {'duration': 0.003167867660522461}
2025-09-02 15:48:43 - main - ERROR - [main.py:321] - startup_event() - [STARTUP] Startup initialization failed: 'IntelligentQAService' object has no attribute 'initialize_system'
2025-09-02 15:49:21 - main - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in startup_event: 'IntelligentQAService' object has no attribute 'initialize_system' - Context: {'duration': 0.0022013187408447266}
2025-09-02 15:49:21 - main - ERROR - [main.py:321] - startup_event() - [STARTUP] Startup initialization failed: 'IntelligentQAService' object has no attribute 'initialize_system'
2025-09-02 15:50:26 - services.ai.data_integration_service - ERROR - [data_integration_service.py:44] - initialize_knowledge_base() - Redis initialization failed: Redis not connected
2025-09-02 15:56:01 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:56:01 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:56:02 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:02 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:02 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:03 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:03 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:04 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:04 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:04 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:05 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:05 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:06 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:06 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:06 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:07 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:07 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:08 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:08 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:09 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:09 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:10 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:10 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:11 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:11 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:11 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:12 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:12 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:13 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:13 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:14 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:14 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:14 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:15 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:15 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:16 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:16 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:17 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:17 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:17 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:18 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:18 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:19 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:19 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:20 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:20 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:20 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:21 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:21 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:22 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:22 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:23 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:23 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:23 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:24 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:24 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:25 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:25 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:25 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:26 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:26 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:27 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:27 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:27 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:28 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:28 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:29 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:29 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:30 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:30 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:30 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:31 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:31 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:32 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:32 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:33 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:33 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:33 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:34 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:34 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:35 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:35 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:36 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:36 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:36 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:37 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:37 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:38 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:38 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:39 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:39 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:39 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:40 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:40 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:41 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:41 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:42 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:42 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:43 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:43 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:43 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:44 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:44 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:45 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:45 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:45 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:46 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:46 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:47 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:47 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:48 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:48 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:49 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:49 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:49 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:50 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:50 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:51 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:51 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:52 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:52 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:52 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:53 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:53 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:54 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:54 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:54 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:55 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:55 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:56 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:56 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:57 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:57 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:58 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:58 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:58 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:59 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:05:59 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:00 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:00 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:01 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:01 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:01 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:02 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:02 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:03 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:03 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:04 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:04 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:04 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:05 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:05 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:06 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:10 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:10 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:11 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:11 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:12 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:12 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:12 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:13 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:13 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:14 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:14 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:14 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:15 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:15 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:16 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:16 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:17 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:17 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:17 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:18 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:18 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:19 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:19 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:19 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:20 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:20 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:21 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:21 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:22 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:22 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:22 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:23 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:23 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:24 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:24 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:24 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:25 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:25 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:26 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:26 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:27 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:06:27 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 16:09:58 - services.ai.data_integration_service - ERROR - [data_integration_service.py:173] - _load_json_file_to_qdrant() - Error processing Q&A pair general_الجغرافيا_0: 'QdrantService' object has no attribute 'add_qa_pair'
2025-09-02 16:09:59 - services.ai.data_integration_service - ERROR - [data_integration_service.py:173] - _load_json_file_to_qdrant() - Error processing Q&A pair general_الجغرافيا_1: 'QdrantService' object has no attribute 'add_qa_pair'
2025-09-02 16:09:59 - services.ai.data_integration_service - ERROR - [data_integration_service.py:173] - _load_json_file_to_qdrant() - Error processing Q&A pair general_الجغرافيا_2: 'QdrantService' object has no attribute 'add_qa_pair'
2025-09-02 16:09:59 - services.ai.data_integration_service - ERROR - [data_integration_service.py:173] - _load_json_file_to_qdrant() - Error processing Q&A pair general_الجغرافيا_3: 'QdrantService' object has no attribute 'add_qa_pair'
2025-09-02 16:10:00 - services.ai.data_integration_service - ERROR - [data_integration_service.py:173] - _load_json_file_to_qdrant() - Error processing Q&A pair general_الجغرافيا_4: 'QdrantService' object has no attribute 'add_qa_pair'
2025-09-02 16:10:01 - services.ai.data_integration_service - ERROR - [data_integration_service.py:173] - _load_json_file_to_qdrant() - Error processing Q&A pair general_الجغرافيا_5: 'QdrantService' object has no attribute 'add_qa_pair'
